source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
金刚,Kongou,en-US,zh-CN,304011,战巡,Battlecruiser,重樱,Sakura Empire,,standard,金刚,鲤,
金刚(μ兵装),Kongou μ,en-US,zh-CN,304081,战巡,Battlecruiser,重樱,Sakura Empire,μ兵装,standard,金刚(μ兵装),鲤(μ兵装),
金狮,Gouden Leeuw,en-US,zh-CN,900943,重巡,Heavy Cruiser,郁金王国,Kingdom of Tulipa,,standard,金狮,,
金色暗影,Golden Darkness,en-US,zh-CN,900476,战列,Battleship,联动阵营,Collab,,standard,金色暗影,,
金鹿号,Golden Hind,en-US,zh-CN,900464,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,金鹿号,,
铃谷,Suzuya,en-US,zh-CN,303171,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,铃谷,狺,
镇海,Chen Hai,en-US,zh-CN,506011,轻航,Light Carrier,东煌,Dragon Empery,,standard,镇海,,
长岛,Long Island,en-US,zh-CN,106011,轻航,Light Carrier,白鹰,Eagle Union,,standard,长岛,,
长春,Chang Chun,en-US,zh-CN,501031,驱逐,Destroyer,东煌,Dragon Empery,,standard,长春,,
长月,Nagatsuki,en-US,zh-CN,301391,驱逐,Destroyer,重樱,Sakura Empire,,standard,长月,枨,
长波,Naganami,en-US,zh-CN,301831,驱逐,Destroyer,重樱,Sakura Empire,,standard,长波,苌,
长良,Nagara,en-US,zh-CN,302041,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,长良,貊,
长门,Nagato,en-US,zh-CN,305051,战列,Battleship,重樱,Sakura Empire,,standard,长门,鲨,
长风,Chang Feng,en-US,zh-CN,501081,驱逐,Destroyer,东煌,Dragon Empery,,standard,长风,,
阳炎,Kagerou,en-US,zh-CN,301171,驱逐,Destroyer,重樱,Sakura Empire,,standard,阳炎,萩,
阿卡司塔,Acasta,en-US,zh-CN,201021,驱逐,Destroyer,皇家,Royal Navy,,standard,阿卡司塔,,
阿基里斯,Achilles,en-US,zh-CN,202021,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿基里斯,,
阿尔及利亚,Algérie,en-US,zh-CN,903021,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,standard,阿尔及利亚,,
阿尔及利亚·META,Algérie META,en-US,zh-CN,9703021,重巡,Heavy Cruiser,META,META,META,standard,阿尔及利亚·META,,
阿尔弗雷多·奥里亚尼,Alfredo Oriani,en-US,zh-CN,601081,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,阿尔弗雷多·奥里亚尼,,
阿尔比恩,Albion,en-US,zh-CN,206071,轻航,Light Carrier,皇家,Royal Navy,,standard,阿尔比恩,,
阿尔汉格尔斯克,Arkhangelsk,en-US,zh-CN,705061,战列,Battleship,北方联合,Northern Parliament,,standard,阿尔汉格尔斯克,,
阿尔萨斯,Alsace,en-US,zh-CN,805031,战列,Battleship,自由鸢尾,Iris Libre,,standard,阿尔萨斯,,
阿尔贝托·迪·朱塞诺,Alberto di Giussano,en-US,zh-CN,602041,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,standard,阿尔贝托·迪·朱塞诺,,
阿布鲁齐公爵,Duca degli Abruzzi,en-US,zh-CN,602011,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,standard,阿布鲁齐公爵,,
阿拉巴马,Alabama,en-US,zh-CN,105201,战列,Battleship,白鹰,Eagle Union,,standard,阿拉巴马,,
阿斯托利亚,Astoria,en-US,zh-CN,103081,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,阿斯托利亚,,
阿瑞托莎,Arethusa,en-US,zh-CN,202131,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿瑞托莎,,
阿芙乐尔,Avrora,en-US,zh-CN,702011,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,阿芙乐尔,,
阿蒂利奥·雷戈洛,Attilio Regolo,en-US,zh-CN,601101,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,阿蒂利奥·雷戈洛,,
阿贝克隆比,Abercrombie,en-US,zh-CN,213041,重炮,Monitor,皇家,Royal Navy,,standard,阿贝克隆比,,
阿贺野,Agano,en-US,zh-CN,302201,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,阿贺野,豼,
阿贾克斯,Ajax,en-US,zh-CN,202031,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿贾克斯,,
阿达尔伯特亲王,Prinz Adalbert,en-US,zh-CN,403101,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,阿达尔伯特亲王,阿德莉娅亲王,
陆奥,Mutsu,en-US,zh-CN,305061,战列,Battleship,重樱,Sakura Empire,,standard,陆奥,鲛,
隼鹰,Junyou,en-US,zh-CN,306021,轻航,Light Carrier,重樱,Sakura Empire,,standard,隼鹰,鸢,
隼鹰·META,Junyou META,en-US,zh-CN,9706021,轻航,Light Carrier,META,META,META,standard,隼鹰·META,鸢·META,
雅努斯,Janus,en-US,zh-CN,201351,驱逐,Destroyer,皇家,Royal Navy,,standard,雅努斯,,
雪不归,Fubuki,en-US,zh-CN,11000051,战列,Battleship,联动阵营,Collab,,standard,雪不归,,
雪风,Yukikaze,en-US,zh-CN,301161,驱逐,Destroyer,重樱,Sakura Empire,,standard,雪风,莲,
雫,Shizuku,en-US,zh-CN,10600111,战列,Battleship,联动阵营,Collab,,standard,雫,,
雷根斯堡,Regensburg,en-US,zh-CN,402101,轻巡,Light Cruiser,铁血,Iron Blood,,standard,雷根斯堡,瑞吉娜,
雷根斯堡·META,Regensburg META,en-US,zh-CN,9702111,轻巡,Light Cruiser,META,META,META,standard,雷根斯堡·META,瑞吉娜·META,
雷鸣,Gremyashchy,en-US,zh-CN,701071,驱逐,Destroyer,北方联合,Northern Parliament,,standard,雷鸣,,
雾岛,Kirishima,en-US,zh-CN,304041,战巡,Battlecruiser,重樱,Sakura Empire,,standard,雾岛,鳗,
霍比,Hobby,en-US,zh-CN,101361,驱逐,Destroyer,白鹰,Eagle Union,,standard,霍比,,
霞,Kasumi,en-US,zh-CN,10600031,重巡,Heavy Cruiser,联动阵营,Collab,,standard,霞,蕸,
霞.改,Kasumi Retrofit,en-US,zh-CN,301534,驱逐,Destroyer,重樱,Sakura Empire,,standard,霞.改,蕸.改,
霞飞,Joffre,en-US,zh-CN,907011,正航,Aircraft Carrier,维希教廷,Vichya Dominion,,standard,霞飞,,
露娜,Luna,en-US,zh-CN,10600081,轻航,Light Carrier,联动阵营,Collab,,standard,露娜,,
青叶,Aoba,en-US,zh-CN,303031,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,青叶,犹,
顽皮,Ozornoy,en-US,zh-CN,701131,驱逐,Destroyer,北方联合,Northern Parliament,,standard,顽皮,,
风云,Kazagumo,en-US,zh-CN,301861,驱逐,Destroyer,重樱,Sakura Empire,,standard,风云,枟,
飞云,Fei Yuen,en-US,zh-CN,501071,驱逐,Destroyer,东煌,Dragon Empery,,standard,飞云,,
飞鸟,Asuka,en-US,zh-CN,11000011,轻巡,Light Cruiser,联动阵营,Collab,,standard,飞鸟,,
飞鸟川千濑,Chise Asukagawa,en-US,zh-CN,10800061,正航,Aircraft Carrier,联动阵营,Collab,,standard,飞鸟川千濑,,
飞鹰,Hiyou,en-US,zh-CN,306011,轻航,Light Carrier,重樱,Sakura Empire,,standard,飞鹰,鸱,
飞鹰·META,Hiyou META,en-US,zh-CN,9706011,轻航,Light Carrier,META,META,META,standard,飞鹰·META,鸱·META,
飞龙,Hiryuu,en-US,zh-CN,307041,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,飞龙,龙,
飞龙·META,Hiryu.META,en-US,zh-CN,900333,正航,Aircraft Carrier,META,META,META,standard,飞龙·META,龙·META,
香格里拉,Shangri-La,en-US,zh-CN,107381,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,香格里拉,,
香槟,Champagne,en-US,zh-CN,899021,战列,Battleship,自由鸢尾,Iris Libre,,standard,香槟,,
香迪,Shandy,en-US,zh-CN,10600121,重巡,Heavy Cruiser,联动阵营,Collab,,standard,香迪,,
马可波罗,Marco Polo,en-US,zh-CN,699011,战列,Battleship,撒丁帝国,Sardegna Empire,,standard,马可波罗,,
马塞纳,Masséna,en-US,zh-CN,804011,战巡,Battlecruiser,自由鸢尾,Iris Libre,,standard,马塞纳,,
马布尔黑德,Marblehead,en-US,zh-CN,102271,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,马布尔黑德,,
马拉尼,Mullany,en-US,zh-CN,101391,驱逐,Destroyer,白鹰,Eagle Union,,standard,马拉尼,,
马格德堡,Magdeburg,en-US,zh-CN,402061,轻巡,Light Cruiser,铁血,Iron Blood,,standard,马格德堡,马格达莱娜,
马耶·布雷泽,Maillé Brézé,en-US,zh-CN,801081,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,马耶·布雷泽,,
马萨诸塞,Massachusetts,en-US,zh-CN,105191,战列,Battleship,白鹰,Eagle Union,,standard,马萨诸塞,,
马赛曲,Marseillaise,en-US,zh-CN,902021,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,standard,马赛曲,,
马里兰,Maryland,en-US,zh-CN,105101,战列,Battleship,白鹰,Eagle Union,,standard,马里兰,,
骏河,Suruga,en-US,zh-CN,305141,战列,Battleship,重樱,Sakura Empire,,standard,骏河,鲪,
鲁普雷希特亲王,Prinz Rupprecht,en-US,zh-CN,499071,战巡,Battlecruiser,铁血,Iron Blood,,standard,鲁普雷希特亲王,蕾贝卡亲王,
鲁莽,Le Téméraire,en-US,zh-CN,801031,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,鲁莽,,
鲁莽(μ兵装),Le Téméraire μ,en-US,zh-CN,801091,驱逐,Destroyer,自由鸢尾,Iris Libre,μ兵装,standard,鲁莽(μ兵装),,
鲦鱼,Dace,en-US,zh-CN,108011,潜艇,Submarine,白鹰,Eagle Union,,standard,鲦鱼,,
鲱鱼,Herring,en-US,zh-CN,108091,潜艇,Submarine,白鹰,Eagle Union,,standard,鲱鱼,,
鸟海,Choukai,en-US,zh-CN,303141,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,鸟海,猋,
鸢一折纸,Origami Tobiichi,en-US,zh-CN,11500021,正航,Aircraft Carrier,联动阵营,Collab,,standard,鸢一折纸,,
鹦鹉螺,Nautilus,en-US,zh-CN,108071,潜艇,Submarine,白鹰,Eagle Union,,standard,鹦鹉螺,,
鹰,Eagle,en-US,zh-CN,207011,正航,Aircraft Carrier,皇家,Royal Navy,,standard,鹰,,
麦考尔,McCall,en-US,zh-CN,101071,驱逐,Destroyer,白鹰,Eagle Union,,standard,麦考尔,,
黎塞留,Richelieu,en-US,zh-CN,805011,战列,Battleship,自由鸢尾,Iris Libre,,standard,黎塞留,,
黑太子,Black Prince,en-US,zh-CN,202241,轻巡,Light Cruiser,皇家,Royal Navy,,standard,黑太子,,
黑暗界,Erebus,en-US,zh-CN,213011,重炮,Monitor,皇家,Royal Navy,,standard,黑暗界,,
黑暗界·META,Erebus META,en-US,zh-CN,9713011,重炮,Monitor,META,META,META,standard,黑暗界·META,,
黑泽伍德,Hazelwood,en-US,zh-CN,101341,驱逐,Destroyer,白鹰,Eagle Union,,standard,黑泽伍德,,
黑潮,Kuroshio,en-US,zh-CN,301271,驱逐,Destroyer,重樱,Sakura Empire,,standard,黑潮,蓉,
黛朵,Dido,en-US,zh-CN,202041,轻巡,Light Cruiser,皇家,Royal Navy,,standard,黛朵,,
黛朵(μ兵装),Dido μ,en-US,zh-CN,202281,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,standard,黛朵(μ兵装),,
齐柏林伯爵,Graf Zeppelin,en-US,zh-CN,407011,正航,Aircraft Carrier,铁血,Iron Blood,,standard,齐柏林伯爵,海拉伯爵,
龙凤,Ryuuhou,en-US,zh-CN,306071,轻航,Light Carrier,重樱,Sakura Empire,,standard,龙凤,鸗,
龙武,Lung Wu,en-US,zh-CN,501051,驱逐,Destroyer,东煌,Dragon Empery,,standard,龙武,,
龙骑兵,Carabiniere,en-US,zh-CN,601021,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,龙骑兵,,
龙骑兵·META,Carabiniere META,en-US,zh-CN,9701111,驱逐,Destroyer,META,META,META,standard,龙骑兵·META,,
龙骧,Ryuujou,en-US,zh-CN,306061,轻航,Light Carrier,重樱,Sakura Empire,,standard,龙骧,枭,
Z23- 傳說級戰士,Z23,en-US,zh-TW,900411,驱逐,Destroyer,通用,Universal,,,Z23- 传说级战士,,
{namecode:522},Hatakaze META,en-US,zh-TW,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
三浦梓,Azusa Miura,en-US,zh-TW,10700041,重巡,Heavy Cruiser,联动阵营,Collab,,,三浦 梓,,
不屈-王國軍守護騎士,L'Indomptable,en-US,zh-TW,900420,驱逐,Destroyer,通用,Universal,,,不屈-王国军守护骑士,,
不撓,Indomitable,en-US,zh-TW,207121,正航,Aircraft Carrier,皇家,Royal Navy,,,不挠,,
亞利桑那,Arizona,en-US,zh-TW,105041,战列,Battleship,白鹰,Eagle Union,,,亚利桑那,,
亞利桑那·META,Arizona META,en-US,zh-TW,9705031,战列,Battleship,META,META,META,,亚利桑那·META,,
亞德,Jade,en-US,zh-TW,406031,轻航,Light Carrier,铁血,Iron Blood,,,亚德,阿黛尔,
亞爾薇特,Alvitr,en-US,zh-TW,404061,战巡,Battlecruiser,铁血,Iron Blood,,,亚尔薇特,,
亞爾薩斯,Alsace,en-US,zh-TW,805031,战列,Battleship,自由鸢尾,Iris Libre,,,阿尔萨斯,,
亞特蘭大,Atlanta,en-US,zh-TW,102061,轻巡,Light Cruiser,白鹰,Eagle Union,,,亚特兰大,,
什羅普郡,Shropshire,en-US,zh-TW,203021,重巡,Heavy Cruiser,皇家,Royal Navy,,,什罗普郡,,
企業,Enterprise,en-US,zh-TW,107061,正航,Aircraft Carrier,白鹰,Eagle Union,,,企业,,
伊莉絲,Elise,en-US,zh-TW,10600101,正航,Aircraft Carrier,联动阵营,Collab,,,伊莉丝,,
伊莉莎白女王,Queen Elizabeth,en-US,zh-TW,205011,战列,Battleship,皇家,Royal Navy,,,伊丽莎白女王,,
伊莉莎白女王·META,Queen Elizabeth META,en-US,zh-TW,9705041,战列,Battleship,META,META,META,,伊丽莎白女王·META,,
伏羅希洛夫,Voroshilov,en-US,zh-TW,702071,轻巡,Light Cruiser,北方联合,Northern Parliament,,,伏罗希洛夫,,
休士頓,Houston,en-US,zh-TW,103051,重巡,Heavy Cruiser,白鹰,Eagle Union,,,休斯敦,,
休士頓II,Houston II,en-US,zh-TW,102311,轻巡,Light Cruiser,白鹰,Eagle Union,II型,,休斯敦II,,
伯明罕,Birmingham,en-US,zh-TW,102231,轻巡,Light Cruiser,白鹰,Eagle Union,,,伯明翰,,
佛萊契爾,Fletcher,en-US,zh-TW,101091,驱逐,Destroyer,白鹰,Eagle Union,,,弗莱彻,,
佩內洛珀,Penelope,en-US,zh-TW,202291,轻巡,Light Cruiser,皇家,Royal Navy,,,佩内洛珀,,
俾斯麥,Bismarck,en-US,zh-TW,405011,战列,Battleship,铁血,Iron Blood,,,俾斯麦,奥德莉亚,
俾斯麥Zwei,Bismarck Zwei,en-US,zh-TW,405051,战列,Battleship,铁血,Iron Blood,,,俾斯麦Zwei,奥德莉亚Zwei,
倔強,L'Opiniâtre,en-US,zh-TW,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,,倔强,,
倔強-王國軍二級魔法師,L'Opiniâtre,en-US,zh-TW,900418,驱逐,Destroyer,通用,Universal,,,倔强-王国军二级魔法师,,
倫敦,London,en-US,zh-TW,203011,重巡,Heavy Cruiser,皇家,Royal Navy,,,伦敦,,
傑維斯,Jervis,en-US,zh-TW,201341,驱逐,Destroyer,皇家,Royal Navy,,,贾维斯,,
傑金斯,Jenkins,en-US,zh-TW,101301,驱逐,Destroyer,白鹰,Eagle Union,,,杰金斯,,
優米雅‧利斯菲爾德,Yumia Liessfeldt,en-US,zh-TW,900517,轻航,Light Carrier,联动阵营,Collab,,,优米雅·利斯菲尔德,,
兇猛,Svirepy,en-US,zh-TW,701121,驱逐,Destroyer,北方联合,Northern Parliament,,,凶猛,,
光榮,Glorious,en-US,zh-TW,207061,正航,Aircraft Carrier,皇家,Royal Navy,,,光荣,,
光榮·META,Glorious META,en-US,zh-TW,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
光輝,Illustrious,en-US,zh-TW,207031,正航,Aircraft Carrier,皇家,Royal Navy,,,光辉,,
光輝(μ兵裝),Illustrious μ,en-US,zh-TW,207111,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,光辉(μ兵装),,
克拉倫斯·K·布朗森,Clarence K. Bronson,en-US,zh-TW,101551,驱逐,Destroyer,白鹰,Eagle Union,,,克拉伦斯·K·布朗森,,
克里夫蘭,Cleveland,en-US,zh-TW,102091,轻巡,Light Cruiser,白鹰,Eagle Union,,,克利夫兰,,
克里夫蘭(μ兵裝),Cleveland μ,en-US,zh-TW,102241,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,,克利夫兰(μ兵装),,
克里夫蘭·META,Cleveland META,en-US,zh-TW,9702091,轻巡,Light Cruiser,META,META,META,,克利夫兰·META,,
克里蒙梭,Clemenceau,en-US,zh-TW,905021,战列,Battleship,维希教廷,Vichya Dominion,,,克莱蒙梭,,
克麗奧佩脫拉,Cleopatra,en-US,zh-TW,202351,轻巡,Light Cruiser,皇家,Royal Navy,,,克利奥佩特拉,,
內華達,Nevada,en-US,zh-TW,105011,战列,Battleship,白鹰,Eagle Union,,,内华达,,
內華達·META,Nevada META,en-US,zh-TW,9705091,战列,Battleship,META,META,META,,内华达·META,,
冒險加利號,Adventure Galley,en-US,zh-TW,900465,风帆,Sailing Frigate,飓风船团,Tempesta,,,加里冒险号,,
冒險號,Adventure,en-US,zh-TW,9600161,风帆,Sailing Frigate,飓风船团,Tempesta,,,冒险号,,
凱旋,Le Triomphant,en-US,zh-TW,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,,凯旋,,
凱爾聖,Kersaint,en-US,zh-TW,901041,驱逐,Destroyer,维希教廷,Vichya Dominion,,,凯尔圣,,
列星頓,Lexington,en-US,zh-TW,107021,正航,Aircraft Carrier,白鹰,Eagle Union,,,列克星敦,,
列星頓II,Lexington II,en-US,zh-TW,107161,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,列克星敦II,,
利托里奧,Littorio,en-US,zh-TW,605021,战列,Battleship,撒丁帝国,Sardegna Empire,,,利托里奥,,
前衛,Vanguard,en-US,zh-TW,205131,战列,Battleship,皇家,Royal Navy,,,前卫,,
前衛-王國軍方旗騎士,Vanguard,en-US,zh-TW,900422,战列,Battleship,通用,Universal,,,前卫-王国军方旗骑士,,
加利福尼亞,California,en-US,zh-TW,105081,战列,Battleship,白鹰,Eagle Union,,,加利福尼亚,,
加富爾伯爵,Conte di Cavour,en-US,zh-TW,605051,战列,Battleship,撒丁帝国,Sardegna Empire,,,加富尔伯爵,,
加拉蒂亞,Galatea,en-US,zh-TW,202141,轻巡,Light Cruiser,皇家,Royal Navy,,,加拉蒂亚,,
加斯科涅(μ兵裝),Gascogne μ,en-US,zh-TW,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,,加斯科涅(μ兵装),,
努比亞,Nubian,en-US,zh-TW,201371,驱逐,Destroyer,皇家,Royal Navy,,,努比亚人,,
努比亞-藥劑師,Nubian,en-US,zh-TW,900416,战巡,Battlecruiser,通用,Universal,,,努比亚人-药剂师,,
勇氣,Gallant,en-US,zh-TW,201391,驱逐,Destroyer,皇家,Royal Navy,,,勇气,,
勒馬爾,Le Mars,en-US,zh-TW,901011,驱逐,Destroyer,维希教廷,Vichya Dominion,,,勒马尔,,
勝利,Victorious,en-US,zh-TW,207041,正航,Aircraft Carrier,皇家,Royal Navy,,,胜利,,
北卡羅來納,North Carolina,en-US,zh-TW,105121,战列,Battleship,白鹰,Eagle Union,,,北卡罗来纳,,
匹茲堡,Pittsburgh,en-US,zh-TW,103281,重巡,Heavy Cruiser,白鹰,Eagle Union,,,匹兹堡,,
千歲,Chitose,en-US,zh-TW,306081,轻航,Light Carrier,重樱,Sakura Empire,,,千岁,鹂,
千里達,Trinidad,en-US,zh-TW,202361,轻巡,Light Cruiser,皇家,Royal Navy,,,特立尼达,,
半人馬,Centaur,en-US,zh-TW,206041,轻航,Light Carrier,皇家,Royal Navy,,,半人马,,
南安普敦,Southampton,en-US,zh-TW,202071,轻巡,Light Cruiser,皇家,Royal Navy,,,南安普顿,,
南達科他,South Dakota,en-US,zh-TW,105141,战列,Battleship,白鹰,Eagle Union,,,南达科他,,
博爾扎諾,Bolzano,en-US,zh-TW,603051,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,博尔扎诺,,
博爾扎諾·META,Bolzano META,en-US,zh-TW,900489,重巡,Heavy Cruiser,META,META,META,,博尔扎诺·META,,
卡爾斯魯厄,Karlsruhe,en-US,zh-TW,402021,轻巡,Light Cruiser,铁血,Iron Blood,,,卡尔斯鲁厄,夏璐尔,
卡菈·伊迪亞斯,Kala Ideas,en-US,zh-TW,10900061,超巡,Large Cruiser,联动阵营,Collab,,,卡菈·伊迪亚斯,,
卡薩布蘭卡,Casablanca,en-US,zh-TW,106551,轻航,Light Carrier,白鹰,Eagle Union,,,卡萨布兰卡,,
印第安納,Indiana,en-US,zh-TW,105151,战列,Battleship,白鹰,Eagle Union,,,印第安纳,,
印第安納波利斯,Indianapolis,en-US,zh-TW,103071,重巡,Heavy Cruiser,白鹰,Eagle Union,,,印第安纳波利斯,,
厭戰,Warspite,en-US,zh-TW,205021,战列,Battleship,皇家,Royal Navy,,,厌战,,
反擊,Repulse,en-US,zh-TW,204021,战巡,Battlecruiser,皇家,Royal Navy,,,反击,,
反擊·META,Repulse META,en-US,zh-TW,900505,战巡,Battlecruiser,META,META,META,,反击·META,,
可畏(μ兵裝),Formidable μ,en-US,zh-TW,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,可畏(μ兵装),,
史特拉斯堡,Strasbourg,en-US,zh-TW,900446,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,斯特拉斯堡,,
司戰女神,Bellona,en-US,zh-TW,202311,轻巡,Light Cruiser,皇家,Royal Navy,,,司战女神,,
呂措,Lützow,en-US,zh-TW,404041,战巡,Battlecruiser,铁血,Iron Blood,,,吕佐夫,露西,
命運女神,Fortune,en-US,zh-TW,201121,驱逐,Destroyer,皇家,Royal Navy,,,命运女神,,
命運女神·META,Fortune META,en-US,zh-TW,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
和睦號,Amity,en-US,zh-TW,900523,风帆,Sailing Frigate,飓风船团,Tempesta,,,和睦号,,
哈爾濱,Harbin,en-US,zh-TW,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,,哈尔滨,滨江,
哈爾福德,Halford,en-US,zh-TW,199051,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔福德,,
哈絲,Hass,en-US,zh-TW,10800031,轻巡,Light Cruiser,联动阵营,Collab,,,莲,,
哥倫比亞,Columbia,en-US,zh-TW,102101,轻巡,Light Cruiser,白鹰,Eagle Union,,,哥伦比亚,,
哥里加,Gorizia,en-US,zh-TW,603061,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,戈里齐亚,,
喬治亞,Georgia,en-US,zh-TW,199021,战列,Battleship,白鹰,Eagle Union,,,佐治亚,,
四萬十,Shimanto,en-US,zh-TW,399061,轻巡,Light Cruiser,重樱,Sakura Empire,,,四万十,虒,
回聲,Echo,en-US,zh-TW,201291,驱逐,Destroyer,皇家,Royal Navy,,,回声,,
圖林根,Thüringen,en-US,zh-TW,405041,战列,Battleship,铁血,Iron Blood,,,图林根,特鲁德,
埃吉爾,Ägir,en-US,zh-TW,499051,超巡,Large Cruiser,铁血,Iron Blood,,,埃吉尔,埃格妮丝,
埃曼努埃爾·佩薩格諾,Emanuele Pessagno,en-US,zh-TW,601091,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,埃曼努埃尔·佩萨格诺,,
埃爾德里奇,Eldridge,en-US,zh-TW,101261,驱逐,Destroyer,白鹰,Eagle Union,,,埃尔德里奇,,
埃爾賓,Elbing,en-US,zh-TW,402081,轻巡,Light Cruiser,铁血,Iron Blood,,,埃尔宾,埃尔薇菈,
埃米爾•貝爾坦,Émile Bertin,en-US,zh-TW,802011,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,埃米尔·贝尔汀,,
基輔,Kiev,en-US,zh-TW,701101,驱逐,Destroyer,北方联合,Northern Parliament,,,基辅,,
堪薩斯,Kansas,en-US,zh-TW,199061,战列,Battleship,白鹰,Eagle Union,,,堪萨斯,,
塔什干(μ兵裝),Tashkent μ,en-US,zh-TW,701051,驱逐,Destroyer,北方联合,Northern Parliament,μ兵装,,塔什干(μ兵装),,
塔爾圖,Tartu,en-US,zh-TW,901021,驱逐,Destroyer,维希教廷,Vichya Dominion,,,塔尔图,,
塞瓦斯托波爾,Sevastopol,en-US,zh-TW,705071,战列,Battleship,北方联合,Northern Parliament,,,塞瓦斯托波尔,,
