category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
04_story_title,剧情标题,MomoTalk.23007.985,有点奇怪的女孩子,少し変わった女の子,不尋常的少女,An Unusual Girl,심상치 않은 소녀,เด็กสาวที่ดูลึกลับ,momotalk/23007.yml
04_story_title,剧情标题,MomoTalk.23007.986,并不普通的女孩子,普通ではない女の子,不平凡的少女,An Extraordinary Girl,범상치 않은 소녀,เด็กสาวที่ไม่ธรรมดา,momotalk/23007.yml
04_story_title,剧情标题,MomoTalk.23007.987,礼物和女孩子,贈り物と女の子,禮物和少女,A Girl's Gift,선물을 주는 소녀,เด็กสาวที่มอบของขวัญให้,momotalk/23007.yml
04_story_title,剧情标题,MomoTalk.23007.988,雨中的女孩子,雨の中の女の子,雨中的少女,A Girl in the Rain,빗속의 소녀,เด็กสาวกลางสายฝน,momotalk/23007.yml
04_story_title,剧情标题,MomoTalk.23007.989,难以捉摸的女孩子,掴みどころのない女の子,,,알 수 없는 소녀,,momotalk/23007.yml
04_story_title,剧情标题,MomoTalk.23008.990,优秀的修女,立派なシスター,優秀的修女,A Noble Sister,훌륭한 시스터,ซิสเตอร์ผู้ยิ่งใหญ่,momotalk/23008.yml
04_story_title,剧情标题,MomoTalk.23008.991,为您献上祈祷,あなたのために祈りを,為你祈禱,Thoughts and Prayers,당신을 위한 기도,คำอธิษฐานเพื่อคุณ,momotalk/23008.yml
04_story_title,剧情标题,MomoTalk.23008.992,内心的惩罚,内なる罰,內在的懲罰,The Body Keeps the Score,몸이 내린 벌,ร่างกายลงโทษ,momotalk/23008.yml
04_story_title,剧情标题,MomoTalk.23008.993,我的心愿,私の望み,我的願望,What You Want,자신이 바라는 것,สิ่งที่ตัวเองคาดหวัง,momotalk/23008.yml
04_story_title,剧情标题,MomoTalk.23008.994,真正的感情,本当の気持ち,,,솔직한 마음,,momotalk/23008.yml
04_story_title,剧情标题,MomoTalk.26000.995,应当有人做的事,誰かがやるべきこと,必須有人負責的事,What's Gotta Be Done,누군가는 해야만 하는 일,สิ่งที่ใครบางคนจะต้องทำ,momotalk/26000.yml
04_story_title,剧情标题,MomoTalk.26000.996,平平无奇的一天,何でもない一日,平淡無奇的一天,An Uneventful Day,아무 일 없는 하루,หนึ่งวันที่เรียบง่าย,momotalk/26000.yml
04_story_title,剧情标题,MomoTalk.26000.997,感到疲惫的时候,疲れた時には,疲勞的時候,Fatigue Recovery Counseling,피로회복 고민상담,การให้คำปรึกษาเพื่อฟื้นฟูพลังใจ,momotalk/26000.yml
04_story_title,剧情标题,MomoTalk.26000.998,意料之外,思いがけない,出乎意料的狀況,Unexpected Situation,예상치 못한 상황,สถานการณ์ที่ไม่คาดคิด,momotalk/26000.yml
04_story_title,剧情标题,MomoTalk.26000.999,我能做的事情,私にできること,,,누군가는 해야 할 일,,momotalk/26000.yml
04_story_title,剧情标题,MomoTalk.26001.1000,大人的秘密,大人の秘密,大人的秘密,Grown-Up Secrets,어른의 비밀,ความลับของผู้ใหญ่,momotalk/26001.yml
04_story_title,剧情标题,MomoTalk.26001.1001,玛丽的电波,メリーさんの電波,瑪莉小姐的電波,The Voice of Mary,메리 씨의 전파,เสียงของคุณแมรี่,momotalk/26001.yml
04_story_title,剧情标题,MomoTalk.26001.1002,不能说的事情,言えないこと,難以說出口的事,Unspeakable Secrets,말할 수 없는 비밀,ความลับที่บอกใครไม่ได้,momotalk/26001.yml
04_story_title,剧情标题,MomoTalk.26001.1003,纯白且透明的,まっしろで透き通るような,接近透明的白,So Pale it's See-Through,한없이 투명에 가까운 백색,สีขาวที่เกือบจะโปร่งแสง,momotalk/26001.yml
04_story_title,剧情标题,MomoTalk.26002.1004,最重要的调料,一番大事な調味料,最重要的是調味料,The Most Important Spice,가장 중요한 향신료,เครื่องปรุงรสที่สำคัญที่สุด,momotalk/26002.yml
04_story_title,剧情标题,MomoTalk.26002.1005,她的料理,彼女の料理,她的料理,A Girl's Recipe,소녀의 요리법,เคล็ดลับทำอาหารของเด็กสาว,momotalk/26002.yml
04_story_title,剧情标题,MomoTalk.26002.1006,想要克服的决心,克服したい気持ち,想克服的心,A Girl's Determination,소녀는 극복하고 싶어.,เด็กสาวผู้ต้องการเอาชนะ,momotalk/26002.yml
04_story_title,剧情标题,MomoTalk.26002.1007,不成熟的我能做的事,未熟な私にできること,不成熟的我能做的事,Something Even a Beginner Can Do,미숙하더라도 할 수 있는 것.,ถึงจะไม่ชำนาญ แต่ก็ทำได้นะ,momotalk/26002.yml
04_story_title,剧情标题,MomoTalk.26003.1008,圣三一的天使,トリニティの天使,三一的天使,Trinity's Angel,트리니티의 천사,นางฟ้าแห่งทรีนิตี้,momotalk/26003.yml
04_story_title,剧情标题,MomoTalk.26003.1009,深夜降临的天使,深夜に舞い降りた天使,於深夜降臨的天使,Night Duty Angel,야근에 내려온 천사,นางฟ้ามาโปรดในตอนทำงานดึก,momotalk/26003.yml
04_story_title,剧情标题,MomoTalk.26003.1010,无论何时何地芹娜都会,いつでもどこでもセリナも,無論何時何地何芹奈,"Serina, Anytime, Anywhere",언제나 어디서나 세리나,"ไม่ว่าที่ไหน เมื่อไหร่ก็ต้อง ""เซรินะ",momotalk/26003.yml
04_story_title,剧情标题,MomoTalk.26003.1011,在那手心之中,その手のひらに,在他的手心,Gotcha!,드디어 잡았다!,ในที่สุดก็จับได้แล้ว!,momotalk/26003.yml
04_story_title,剧情标题,MomoTalk.26004.1012,喜欢书的少女,本好きの少女,愛書的少女,Bookworm,책이 좋은 소녀,เด็กสาวที่ชอบหนังสือ,momotalk/26004.yml
04_story_title,剧情标题,MomoTalk.26004.1013,两人之间的秘密,二人の秘密,兩人的祕密,I've Got a Secret,비밀이 생겼어요,มีความลับแล้วล่ะค่ะ,momotalk/26004.yml
04_story_title,剧情标题,MomoTalk.26004.1014,寻找宝物,宝物を求めて,尋求寶物,The Mysterious Scavenger Hunt,미지의 보물찾기,ล่าขุมทรัพย์ปริศนา,momotalk/26004.yml
04_story_title,剧情标题,MomoTalk.26004.1015,无论多少次,何度も何度も,無論多少次,More Often Please,좀 더 자주자주,บ่อยขึ้นอีกนิด,momotalk/26004.yml
04_story_title,剧情标题,MomoTalk.26005.1016,不能让步！,譲れない！,不能讓步！,Sensei's Treat,양보할 수 없어!,ยอมไม่ได้แล้วล่ะ!,momotalk/26005.yml
04_story_title,剧情标题,MomoTalk.26005.1017,马卡龙挑战,マカロンチャレンジ,馬卡龍挑戰,Death by Macaron Challenge,마카롱 데스 챌린지,ศึกดวลกินมาการอง,momotalk/26005.yml
04_story_title,剧情标题,MomoTalk.26005.1018,学习 in 咖啡馆,スタディーinカフェ,Study in Café,Cafe Studying,스터디 인 카페,นั่งเรียนในคาเฟ่,momotalk/26005.yml
04_story_title,剧情标题,MomoTalk.26005.1019,在那光辉的身旁,その輝きの、すぐそばに,近在咫尺的陽光,You Are My Sunshine,You are my sunshine,You are my sunshine,momotalk/26005.yml
04_story_title,剧情标题,MomoTalk.26005.1020,甜品猎人,スイーツ・ハンター,,,디저트 약탈자,,momotalk/26005.yml
04_story_title,剧情标题,MomoTalk.26006.1021,幸运日,運が良い日,好運的一天,One Lucky Day,운수 좋은 날,วันที่โชคดีสุดๆ,momotalk/26006.yml
04_story_title,剧情标题,MomoTalk.26006.1022,观察日记,観察日記,觀察日記,Observational Diary,관찰일기,บันทึกการสังเกตการณ์,momotalk/26006.yml
04_story_title,剧情标题,MomoTalk.26006.1023,能看见流星雨的地方,流星群が見られる場所,看得到流星雨的地方,A Place to Watch the Meteors,유성우를 볼 수 있는 곳,สถานที่ที่จะดูฝนดาวตกได้,momotalk/26006.yml
04_story_title,剧情标题,MomoTalk.26006.1024,流星雨和心愿,流星群と願い事,流星雨和願望,When You Wish Upon a Meteor,유성우와 소원,ฝนดาวตกและความปรารถนา,momotalk/26006.yml
04_story_title,剧情标题,MomoTalk.26006.1025,去寻找云,雲を探しに,為了尋找雲朵,In Search of Clouds,구름을 찾아 떠나는 모험,การออกผจญภัยเพื่อตามหาก้อนเมฆ,momotalk/26006.yml
04_story_title,剧情标题,MomoTalk.26007.1026,所谓的玩,遊ぶという事,玩樂的意思,The Meaning of Enjoyment,논다는 것의 의미,ความหมายของการเล่นสนุก,momotalk/26007.yml
04_story_title,剧情标题,MomoTalk.26007.1027,被窝里的绫音,布団の中のアヤネ,棉被裡的綾音,Ayane in a Blanket,이불 속의 아야네,อายาเนะในผ้าห่ม,momotalk/26007.yml
04_story_title,剧情标题,MomoTalk.26007.1028,焦急的理由,焦っていた理由,著急的理由,A Reason for Urgency,조급했던 이유,เหตุผลที่ใจร้อน,momotalk/26007.yml
04_story_title,剧情标题,MomoTalk.26008.1029,我，成功啦！,私、成功しちゃいました！,我，成功了！,Did You See? I Succeeded!,보셨죠? 저 성공했어요!,เห็นใช่ไหมคะ? ฉันทำสำเร็จแล้วค่ะ!,momotalk/26008.yml
04_story_title,剧情标题,MomoTalk.26008.1030,结果，是为了什么来着？,結局、何のためでしたっけ？,到頭來，是為了什麼呢？,But...What Was It For?,그런데…… 무엇을 위해서였죠?,ว่าแต่... เพื่ออะไรเหรอคะ?,momotalk/26008.yml
04_story_title,剧情标题,MomoTalk.26008.1031,我，可是很贪心的！,私、すっごい欲張りなんです！,我，可是很貪心的！,I'm So Ambitious!,저는 엄~청난 욕심꾸러기니까요!,ก็ฉันเป็นคนโลภมาก~ นี่คะ!,momotalk/26008.yml
04_story_title,剧情标题,MomoTalk.26009.1032,参考资料是……？,参考資料は……？,,,작업 레퍼런스,,momotalk/26009.yml
04_story_title,剧情标题,MomoTalk.26009.1033,新的兼职,新しいアルバイト,,,새로운 아르바이트,,momotalk/26009.yml
04_story_title,剧情标题,MomoTalk.26009.1034,柜子中的不速之客,ロッカーの中の招かれざる客,,,캐비닛 안의 불청객,,momotalk/26009.yml
04_story_title,剧情标题,MomoTalk.26009.1035,游戏开发部的大扫除,ゲーム開発部の掃除,,,게임개발부의 청소,,momotalk/26009.yml
04_story_title,剧情标题,MomoTalk.26010.1036,码头上的狙击手,船着き場の狙撃手,,,부둣가의 저격수,,momotalk/26010.yml
04_story_title,剧情标题,MomoTalk.26010.1037,留下回忆的方法,思い出を残す方法,,,추억을 남기는 방법,,momotalk/26010.yml
04_story_title,剧情标题,MomoTalk.26010.1038,空之形,空の形,,,하늘의 모양,,momotalk/26010.yml
04_story_title,剧情标题,MomoTalk.26010.1039,确认存在感,存在感の確認,,,과감한 테스트,,momotalk/26010.yml
04_story_title,剧情标题,MomoTalk.26011.1040,我才是都市传说,あたしが都市伝説,,,나는 전설이다,,momotalk/26011.yml
04_story_title,剧情标题,MomoTalk.26011.1041,意外的共同点,意外な共通点,,,의외로 똑같은 것들,,momotalk/26011.yml
04_story_title,剧情标题,MomoTalk.26011.1042,击球感觉,バッティングセンス,,,배팅 내기,,momotalk/26011.yml
04_story_title,剧情标题,MomoTalk.26011.1043,名为努力的天赋,努力の才能,,,대단한 부분,,momotalk/26011.yml
04_story_title,剧情标题,MomoTalk.26012.1044,救生训练,人命救助訓練,,,수상안전을 위한 노력,,momotalk/26012.yml
04_story_title,剧情标题,MomoTalk.26012.1045,心肺复苏法,心肺蘇生法,,,응급상황을 위한 대비,,momotalk/26012.yml
04_story_title,剧情标题,MomoTalk.26012.1046,综合救护实习,総合救護実習,,,종합 구조 실습,,momotalk/26012.yml
04_story_title,剧情标题,MomoTalk.26013.1047,无形却长存的东西,形がなくとも残るもの,,,보이지 않아도 남는 것,,momotalk/26013.yml
04_story_title,剧情标题,MomoTalk.26013.1048,在逃亡前方的东西,逃げた先にあるもの,,,도망친 곳에 꽃밭은 있다,,momotalk/26013.yml
04_story_title,剧情标题,MomoTalk.26013.1049,最后定格下的东西,最後に撮ったもの,,,마지막으로 찍고 싶은 것,,momotalk/26013.yml
04_story_title,剧情标题,MomoTalk.26014.1050,休息就要尽情放松,休むなら心のタガを外して,,,일일외식록 카린,,momotalk/26014.yml
04_story_title,剧情标题,MomoTalk.26014.1051,休息就要两人一起,休むなら二人一緒に,,,더욱 격렬히 아무것도 안 하기,,momotalk/26014.yml
04_story_title,剧情标题,MomoTalk.26014.1052,休息就要特别的假日,休むなら特別な休日を,,,등굣길의 추억,,momotalk/26014.yml
04_story_title,剧情标题,StoryTitle.0,Final. 所有奇迹的起点篇,Final. あまねく奇跡の始発点編,,,,,translation_table.json:story_titles
04_story_title,剧情标题,StoryTitle.1,RABBIT小队篇,RABBIT小隊編,,,,,translation_table.json:story_titles
04_story_title,剧情标题,StoryTitle.2,1.对策委员会篇,Vol.1 対策委員会編,,,,,translation_table.json:story_titles
04_story_title,剧情标题,StoryTitle.3,2.发条花的帕凡舞曲篇,Vol.2 時計じかけの花のパヴァーヌ編,,,,,translation_table.json:story_titles
04_story_title,剧情标题,StoryTitle.4,3.伊甸园条约篇,Vol.3 エデン条約編,,,,,translation_table.json:story_titles
04_story_title,剧情标题,StoryTitle.5,4.卡班诺的兔子篇,Vol.4 カルバノグの兎編,,,,,translation_table.json:story_titles
